,name,position,team,opponent_team,round,xP,season,minutes_lag_1,minutes_lag_2,bps_lag_1,minutes_lag_3,influence_lag_1,total_points_lag_1,selected_lag_1,selected_lag_2,selected_lag_3,threat_lag_1,bps_lag_2,influence_lag_2,creativity_lag_1,bps_lag_3,influence_lag_3,total_points_lag_2,threat_lag_2,total_points_lag_3,transfers_in_lag_2,creativity_lag_2,goals_conceded_lag_1,goals_conceded_lag_1.1,value_lag_2,value_lag_1,value_lag_3,threat_lag_3,creativity_lag_3,expected_goal_involvements_lag_1,transfers_in_lag_1,expected_goals_lag_1,transfers_in_lag_3,expected_goals_conceded_lag_1,goals_scored_lag_1,goals_scored_lag_1.1,expected_goal_involvements_lag_2,goals_conceded_lag_2,goals_conceded_lag_2.1,bonus_lag_1,goals_scored_lag_3,goals_scored_lag_3.1,expected_goals_lag_2,goals_conceded_lag_3,goals_conceded_lag_3.1,clean_sheets_lag_2.1,clean_sheets_lag_2,clean_sheets_lag_1,clean_sheets_lag_1.1,expected_assists_lag_1,expected_goal_involvements_lag_3,expected_assists_lag_2,expected_goals_lag_3,bonus_lag_3,goals_scored_lag_2.1,goals_scored_lag_2,transfers_out_lag_1,expected_goals_conceded_lag_2,bonus_lag_2,total_points
68,Wilfried Zaha,MID,Crystal Palace,13,4,2.1,2022-23,81,90,39,90,78.0,12,790925,598209,624984,45.0,13,43.2,34.8,16,13.6,7,50.0,2,22396,11.8,1,1,70,70,70,32.0,30.4,0.0,195201,0.0,0,0.0,2,2,0.0,1,1,3,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,67550,0.0,0,0
69,Sean Longstaff,MID,Newcastle,20,4,1.2,2022-23,20,14,3,10,0.0,1,94286,96764,91852,2.0,3,0.2,0.3,9,4.4,1,0.0,1,6704,0.3,0,0,45,45,45,2.0,10.3,0.0,8559,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,13848,0.0,0,2
70,Granit Xhaka,MID,Arsenal,9,4,6.5,2022-23,87,90,25,90,25.8,6,216726,65418,48303,6.0,35,54.8,34.0,12,16.6,12,28.0,2,9001,25.5,0,0,50,50,50,2.0,15.0,0.0,137326,0.0,0,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,1,1,25286,0.0,2,2
71,Harvey Barnes,MID,Leicester,6,4,1.7,2022-23,75,0,4,0,0.4,2,96805,117394,197907,26.0,0,0.0,1.9,0,0.0,0,0.0,0,219,0.0,1,1,69,69,70,0.0,0.0,0.0,2887,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,26581,0.0,0,7
72,Michail Antonio,FWD,West Ham,2,4,1.5,2022-23,74,68,4,56,1.6,2,314428,374287,393620,6.0,7,4.4,11.1,1,0.0,2,18.0,1,29672,20.6,2,2,75,74,75,22.0,0.3,0.0,23797,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,94964,0.0,0,1
73,Mason Mount,MID,Chelsea,10,4,2.5,2022-23,76,90,15,64,25.6,2,735805,767728,808300,55.0,11,24.2,56.0,5,8.6,2,14.0,3,18430,22.4,3,3,80,79,80,23.0,5.0,0.0,65234,0.0,0,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,128905,0.0,0,1
74,Raúl Jiménez,FWD,Wolves,15,4,0.8,2022-23,31,0,4,0,1.0,1,16733,19953,28953,6.0,0,0.0,0.0,0,0.0,0,0.0,0,469,0.0,1,1,70,69,70,0.0,0.0,0.0,613,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4725,0.0,0,2
75,Kai Havertz,FWD,Chelsea,10,4,2.0,2022-23,90,89,-2,74,7.8,2,370461,330019,356575,8.0,0,10.0,13.7,1,1.6,1,37.0,2,17220,13.8,3,3,80,79,80,47.0,4.4,0.0,84542,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,75490,0.0,0,1
76,Danny Welbeck,FWD,Brighton,11,4,4.5,2022-23,90,90,15,90,4.6,5,132851,109278,34057,6.0,6,2.4,17.7,20,24.8,2,24.0,7,50818,12.5,0,0,65,65,65,52.0,34.9,0.0,44746,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,2,0,0,31464,0.0,0,2
77,Jorge Luiz Frello Filho,MID,Chelsea,10,4,4.7,2022-23,63,72,7,90,7.2,2,462155,390946,114916,0.0,16,11.2,1.2,32,39.0,2,8.0,11,142572,26.6,2,2,60,60,60,19.0,18.1,0.0,112743,0.0,0,0.0,0,0,0.0,1,1,0,1,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,0,72115,0.0,0,2
78,Timo Werner,FWD,Chelsea,10,4,0.0,2022-23,0,0,0,0,0.0,0,27968,42320,59796,0.0,0,0.0,0.0,0,0.0,0,0.0,0,2202,0.0,0,0,79,79,80,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,15177,0.0,0,0
79,Oleksandr Zinchenko,DEF,Arsenal,9,4,5.8,2022-23,90,76,27,82,13.6,6,2667853,2282170,1170032,0.0,15,7.4,12.5,38,40.0,1,12.0,12,642617,7.9,0,0,51,52,50,21.0,23.3,0.0,434468,0.0,0,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,3,0,0,185523,0.0,0,0
80,Daniel Castelo Podence,MID,Wolves,15,4,3.5,2022-23,58,90,6,90,6.0,1,179591,189066,38556,4.0,-2,1.6,21.7,28,41.0,2,6.0,10,96564,15.1,0,0,55,55,55,28.0,41.0,0.0,35401,0.0,0,0.0,0,0,0.0,0,0,0,1,1,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,3,0,0,46821,0.0,0,1
81,Michael Olise,MID,Crystal Palace,13,4,-0.2,2022-23,20,2,1,0,2.2,1,14124,12914,17030,0.0,1,2.0,1.4,0,0.0,1,0.0,0,239,14.0,0,0,55,55,55,0.0,0.0,0.0,1935,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1982,0.0,0,1
82,Ollie Watkins,FWD,Aston Villa,19,4,5.0,2022-23,90,90,27,24,34.8,6,355958,257270,324554,17.0,27,40.8,4.7,3,2.0,11,45.0,1,10167,25.0,3,3,74,74,75,2.0,11.8,0.0,104255,0.0,0,0.0,1,1,0.0,1,1,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39728,0.0,3,2
83,Leandro Trossard,MID,Brighton,11,4,5.0,2022-23,90,74,25,74,35.6,8,198215,203115,177238,81.0,4,1.8,26.3,7,8.0,3,31.0,1,27136,3.2,0,0,65,65,65,20.0,40.9,0.0,26387,0.0,0,0.0,1,1,0.0,0,0,0,0,0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,38175,0.0,0,6
84,Jacob Murphy,MID,Newcastle,20,4,1.0,2022-23,7,15,3,1,0.0,1,510704,560760,567413,0.0,2,1.4,0.0,3,0.0,1,0.0,1,18964,1.6,0,0,45,45,45,0.0,0.0,0.0,23163,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,78606,0.0,0,1
85,Jamie Vardy,FWD,Leicester,6,4,3.0,2022-23,64,69,5,90,0.0,2,404141,402418,398397,3.0,10,9.6,0.3,18,26.4,2,2.0,5,16707,12.5,0,0,95,95,95,4.0,10.8,0.0,53398,0.0,0,0.0,0,0,0.0,3,3,0,0,0,0.0,2,2,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,78226,0.0,0,5
86,Jacob Ramsey,MID,Aston Villa,19,4,1.2,2022-23,90,90,14,45,7.6,2,139775,154255,172950,0.0,14,13.4,12.6,11,10.0,2,6.0,0,4260,18.5,3,3,55,54,55,8.0,22.3,0.0,8863,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,28131,0.0,0,1
87,Allan Saint-Maximin,MID,Newcastle,20,4,6.8,2022-23,90,74,43,89,49.6,13,550959,656140,596955,35.0,5,5.4,50.6,6,6.8,2,8.0,3,46678,13.1,3,3,65,64,65,81.0,17.7,0.0,33343,0.0,0,0.0,0,0,0.0,0,0,2,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,159230,0.0,0,9
88,Pedro Lomba Neto,MID,Wolves,15,4,2.2,2022-23,70,78,7,90,6.4,2,1175989,1436550,1423269,12.0,10,6.0,36.6,15,18.2,3,16.0,2,57404,12.5,1,1,55,54,55,53.0,27.0,0.0,43398,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,316204,0.0,0,2
89,Emile Smith Rowe,MID,Arsenal,9,4,1.5,2022-23,16,6,6,0,7.4,1,89169,93669,141711,17.0,6,5.0,10.7,0,0.0,1,0.0,0,1122,14.3,0,0,59,59,60,0.0,0.0,0.0,7054,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,18593,0.0,0,0
90,Rico Henry,DEF,Brentford,8,4,3.2,2022-23,90,90,9,90,15.8,1,128049,59834,47144,18.0,19,7.4,5.8,22,20.2,6,16.0,4,9483,0.8,3,3,45,45,45,0.0,14.8,0.0,76020,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,19764,0.0,0,2
91,Joel Ward,DEF,Crystal Palace,13,4,-0.2,2022-23,90,90,9,0,10.8,2,18304,17214,17168,0.0,5,29.0,2.7,0,0.0,1,0.0,0,376,0.2,1,1,45,45,45,0.0,0.0,0.0,1412,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1803,0.0,0,0
92,Kelechi Iheanacho,FWD,Leicester,6,4,1.0,2022-23,14,20,1,0,0.0,1,74296,71410,80900,0.0,13,19.2,0.3,0,0.0,4,8.0,0,4237,30.5,1,1,64,64,65,0.0,0.0,0.0,9199,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,12945,0.0,0,1
93,Michael Keane,DEF,Everton,4,4,0.2,2022-23,0,0,0,0,0.0,0,57353,65236,67755,0.0,0,0.0,0.0,0,0.0,0,0.0,0,1306,0.0,0,0,45,44,45,0.0,0.0,0.0,998,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,10432,0.0,0,1
94,Yoane Wissa,MID,Brentford,8,4,2.2,2022-23,82,17,15,83,21.8,5,15148,17446,16404,19.0,-1,2.2,16.4,5,0.0,1,17.0,2,1754,0.5,2,2,55,54,55,5.0,1.5,0.0,1486,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4640,0.0,0,1
95,Sam Johnstone,GK,Crystal Palace,13,4,-1.0,2022-23,0,0,0,0,0.0,0,13260,12584,10954,0.0,0,0.0,0.0,0,0.0,0,0.0,0,213,0.0,0,0,45,45,45,0.0,0.0,0.0,388,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1030,0.0,0,0
96,Kasper Schmeichel,GK,Leicester,6,4,0.0,2022-23,0,0,0,0,0.0,0,23206,29493,54290,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,50,50,50,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7156,0.0,0,0
97,Adam Webster,DEF,Brighton,11,4,5.3,2022-23,90,90,22,90,10.0,6,18298,15249,8977,4.0,19,9.4,0.9,12,20.2,6,2.0,2,3746,1.8,0,0,45,45,45,17.0,1.4,0.0,4094,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,3056,0.0,0,5
98,James Tarkowski,DEF,Everton,4,4,1.8,2022-23,90,90,9,90,16.8,2,81955,78758,64435,2.0,19,18.2,0.6,12,30.4,1,24.0,2,8583,20.8,1,1,45,45,45,34.0,13.7,0.0,9027,0.0,0,0.0,0,0,0.0,2,2,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,8954,0.0,0,2
99,Dominic Calvert-Lewin,FWD,Everton,4,4,0.0,2022-23,0,0,0,0,0.0,0,27585,34136,52185,0.0,0,0.0,0.0,0,0.0,0,0.0,0,408,0.0,0,0,80,79,80,0.0,0.0,0.0,288,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7649,0.0,0,0
100,Eric Dier,DEF,Spurs,16,4,6.2,2022-23,90,90,25,90,21.8,6,434979,387017,289437,0.0,14,22.4,0.7,27,43.6,1,20.0,8,50593,0.0,0,0,50,50,50,17.0,0.4,0.0,67594,0.0,0,0.0,0,0,0.0,2,2,0,1,1,0.0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,43746,0.0,0,6
101,Neal Maupay,FWD,Everton,4,4,0.0,2022-23,0,0,0,0,0.0,0,57573,72337,82551,0.0,0,0.0,0.0,0,0.0,0,0.0,0,4474,0.0,0,0,64,63,65,0.0,0.0,0.0,3730,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,21690,0.0,0,0
102,Gabriel Martinelli Silva,MID,Arsenal,9,4,7.0,2022-23,74,90,11,90,2.0,6,3788936,2396763,1728741,30.0,30,42.4,6.3,23,38.2,8,15.0,8,430548,51.8,0,0,61,63,60,39.0,15.2,0.0,1242606,0.0,0,0.0,0,0,0.0,2,2,0,1,1,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,1,1,62546,0.0,1,2
103,John McGinn,MID,Aston Villa,19,4,1.8,2022-23,72,90,6,90,2.6,1,146141,159025,159781,0.0,17,20.2,3.8,16,9.6,2,9.0,2,7247,31.4,3,3,55,55,55,17.0,4.0,0.0,8593,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,26340,0.0,0,2
104,Thiago Emiliano da Silva,DEF,Chelsea,10,4,3.0,2022-23,90,90,16,90,15.2,1,574809,575179,501183,4.0,11,19.0,1.1,27,25.0,1,2.0,6,23410,11.9,3,3,55,55,55,0.0,1.8,0.0,20960,0.0,0,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,51306,0.0,0,2
105,Abdoulaye Doucouré,MID,Everton,4,4,0.0,2022-23,0,34,0,90,0.0,0,14337,24075,18221,0.0,3,0.2,0.0,13,10.0,1,2.0,2,3774,0.6,0,0,55,54,55,25.0,3.5,0.0,269,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,9810,0.0,0,0
106,Illan Meslier,GK,Leeds,5,4,3.0,2022-23,90,90,26,90,21.6,7,207313,223952,204130,0.0,13,14.6,0.0,19,38.8,1,0.0,3,12154,0.0,0,0,45,45,45,0.0,0.0,0.0,4739,0.0,0,0.0,0,0,0.0,2,2,0,0,0,0.0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,25976,0.0,0,3
107,Sergio Reguilón,DEF,Spurs,16,4,1.0,2022-23,0,0,0,0,0.0,0,142174,171108,204971,0.0,0,0.0,0.0,0,0.0,0,0.0,0,4522,0.0,0,0,44,44,45,0.0,0.0,0.0,6115,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39321,0.0,0,0
108,Lukasz Fabianski,GK,West Ham,2,4,3.2,2022-23,90,90,9,28,4.2,1,100325,98067,101841,0.0,20,46.2,0.0,5,1.2,3,0.0,1,5412,0.0,2,2,50,50,50,0.0,0.0,0.0,5969,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,9932,0.0,0,8
109,Reece James,DEF,Chelsea,10,4,6.0,2022-23,90,90,11,90,22.6,1,4141191,3475620,3202426,9.0,31,47.8,13.0,31,16.4,7,25.0,7,118795,21.4,3,3,60,61,60,19.0,50.9,0.0,530191,0.0,0,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,99819,0.0,1,7
110,Luke Shaw,DEF,Man Utd,17,4,0.3,2022-23,0,45,0,89,0.0,0,68446,90091,84371,0.0,7,6.6,0.0,13,17.4,-1,0.0,0,5529,14.2,0,0,50,49,50,19.0,32.3,0.0,2162,0.0,0,0.0,0,0,0.0,4,4,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,26892,0.0,0,0
111,Timothy Castagne,DEF,Leicester,6,4,2.0,2022-23,90,90,12,90,10.6,1,191364,174953,88735,4.0,13,9.4,5.1,23,42.8,0,0.0,8,59459,6.3,2,2,45,45,45,37.0,19.0,0.0,37476,0.0,0,0.0,0,0,0.0,4,4,0,1,1,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,27357,0.0,0,1
112,Richarlison de Andrade,FWD,Spurs,16,4,2.5,2022-23,14,33,3,0,4.4,1,71498,40127,20890,6.0,-1,0.4,0.7,0,0.0,1,0.0,0,5628,0.3,0,0,85,85,85,0.0,0.0,0.0,28094,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,12138,0.0,0,4
113,Callum Wilson,FWD,Newcastle,20,4,0.0,2022-23,69,86,26,89,34.2,6,273938,343219,290279,76.0,2,1.0,0.4,25,34.2,2,2.0,6,46264,14.8,3,3,75,75,75,49.0,25.3,0.0,22764,0.0,0,0.0,1,1,0.0,0,0,0,1,1,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,97792,0.0,0,0
114,Kieran Tierney,DEF,Arsenal,9,4,2.2,2022-23,2,13,3,7,1.0,1,95230,102375,105345,0.0,3,0.6,0.0,3,6.0,1,0.0,1,3078,0.7,0,0,50,49,50,0.0,0.2,0.0,4859,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,17722,0.0,0,2
115,Ilkay Gündogan,MID,Man City,7,4,7.2,2022-23,90,64,35,77,50.4,8,272242,117603,75393,69.0,36,41.6,50.4,11,3.8,10,26.0,3,20981,34.2,3,3,75,75,75,21.0,26.4,0.0,150217,0.0,0,0.0,1,1,0.0,0,0,1,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,1,1,29708,0.0,2,4
116,Patrick Bamford,FWD,Leeds,5,4,0.5,2022-23,0,27,0,83,0.0,0,77105,139007,110859,0.0,1,0.0,0.0,8,6.4,1,41.0,5,21767,1.0,0,0,75,74,75,34.0,1.2,0.0,1825,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,62763,0.0,0,0
117,Ben Davies,DEF,Spurs,16,4,5.5,2022-23,0,90,0,0,0.0,0,630,83650,686,0.0,25,13.0,0.0,0,0.0,6,0.0,0,13451,3.0,0,0,50,40,40,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,6
118,Conor Coady,DEF,Everton,4,4,3.0,2022-23,90,80,14,0,21.0,2,310962,331334,382201,0.0,14,16.6,0.4,0,0.0,2,0.0,0,7850,0.5,1,1,49,49,50,0.0,0.0,0.0,12137,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40819,0.0,0,8
119,Tyrone Mings,DEF,Aston Villa,19,4,0.8,2022-23,90,90,13,0,13.8,1,488420,507947,573589,0.0,15,16.6,0.4,0,0.0,2,0.0,0,10497,1.3,3,3,45,44,45,0.0,0.0,0.0,21874,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,56071,0.0,0,0
120,José Malheiro de Sá,GK,Wolves,15,4,5.8,2022-23,90,90,14,90,22.8,3,398294,320020,323035,0.0,43,48.4,0.0,17,24.0,15,0.0,2,7818,0.0,1,1,50,50,50,0.0,0.0,0.0,58999,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,27967,0.0,3,3
121,Demarai Gray,MID,Everton,4,4,3.8,2022-23,90,80,31,90,44.8,9,89545,80309,68541,53.0,1,5.0,30.6,8,5.6,2,33.0,2,11320,13.9,1,1,55,55,55,24.0,18.2,0.0,22532,0.0,0,0.0,1,1,0.0,1,1,2,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,17468,0.0,0,2
122,Aaron Wan-Bissaka,DEF,Man Utd,17,4,0.7,2022-23,4,0,4,0,3.0,1,28886,33441,32219,0.0,0,0.0,0.0,0,0.0,0,0.0,0,1464,0.0,0,0,45,44,45,0.0,0.0,0.0,1497,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,7800,0.0,0,0
123,Jordan Pickford,GK,Everton,4,4,3.2,2022-23,90,90,30,90,43.8,7,524261,522367,423510,0.0,11,12.0,13.0,20,35.0,1,0.0,3,39094,0.0,1,1,45,45,45,0.0,0.0,0.0,28918,0.0,0,0.0,0,0,0.0,2,2,1,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50229,0.0,0,2
124,Pascal Groß,MID,Brighton,11,4,9.3,2022-23,90,90,24,90,36.2,6,725950,403559,13469,2.0,7,9.6,33.8,44,72.0,3,19.0,15,279157,45.2,0,0,56,57,55,76.0,19.3,0.0,359928,0.0,0,0.0,0,0,0.0,0,0,0,2,2,0.0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,3,0,0,95972,0.0,0,11
125,Christian Nørgaard,MID,Brentford,8,4,3.8,2022-23,90,79,24,72,40.0,8,27539,24516,23369,24.0,9,6.6,4.2,14,11.2,3,0.0,2,1315,11.3,3,3,55,55,55,0.0,2.1,0.0,4669,0.0,0,0.0,1,1,0.0,0,0,1,0,0,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,3918,0.0,0,2
126,Jeffrey Schlupp,MID,Crystal Palace,13,4,0.8,2022-23,81,87,1,85,0.2,1,17234,16825,16304,2.0,14,16.0,1.3,11,13.4,2,0.0,2,840,0.1,1,1,50,50,50,32.0,7.0,0.0,1858,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2334,0.0,0,2
127,Douglas Luiz Soares de Paulo,MID,Aston Villa,19,4,1.0,2022-23,17,0,6,8,8.6,1,41376,51698,60038,0.0,0,0.0,25.7,-1,0.0,0,0.0,0,1577,0.0,0,0,50,49,50,8.0,2.3,0.0,2455,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,14032,0.0,0,3
128,Jordan Ayew,MID,Crystal Palace,13,4,1.0,2022-23,69,62,3,90,14.2,2,32512,29596,22658,30.0,11,8.4,12.9,5,16.4,2,4.0,2,3777,0.6,1,1,55,55,55,20.0,37.3,0.0,5865,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5323,0.0,0,2
129,Aaron Cresswell,DEF,West Ham,2,4,2.2,2022-23,90,90,6,90,10.2,0,307342,320890,266706,18.0,14,14.6,38.8,16,22.0,2,1.0,1,45044,65.8,2,2,50,50,50,0.0,18.7,0.0,20572,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39986,0.0,0,6
130,Andrew Robertson,DEF,Liverpool,3,4,4.7,2022-23,84,62,12,90,9.0,1,879995,1040307,1027195,10.0,11,7.0,32.3,4,13.2,2,22.0,1,37842,7.8,2,2,70,69,70,8.0,7.8,0.0,37647,0.0,0,0.0,0,0,0.0,1,1,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,220133,0.0,0,9
131,Marcos Alonso,DEF,Chelsea,10,4,0.5,2022-23,0,0,0,0,0.0,0,139835,215295,292906,0.0,0,0.0,0.0,0,0.0,0,0.0,0,2879,0.0,0,0,54,53,55,0.0,0.0,0.0,282,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,77690,0.0,0,0
132,Nélson Cabral Semedo,DEF,Wolves,15,4,0.8,2022-23,19,12,9,0,8.6,1,6202,2396,2396,10.0,4,0.2,11.1,0,0.0,1,0.0,0,132,0.1,0,0,50,50,50,0.0,0.0,0.0,1829,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,596,0.0,0,1
133,Harry Kane,FWD,Spurs,16,4,7.5,2022-23,90,90,30,90,40.6,6,1614483,1541147,2286082,80.0,32,39.6,26.2,4,14.6,8,44.0,2,26852,33.1,0,0,114,114,115,34.0,22.2,0.0,151387,0.0,0,0.0,1,1,0.0,2,2,1,0,0,0.0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0,1,1,164628,0.0,2,10
134,Gabriel Fernando de Jesus,FWD,Arsenal,9,4,7.5,2022-23,90,83,15,82,25.6,4,7496318,6211795,6018571,54.0,65,98.6,23.1,7,7.4,19,105.0,2,105825,33.7,0,0,80,81,80,38.0,3.2,0.0,882488,0.0,0,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,2,2,28903,0.0,3,1
135,Stuart Dallas,DEF,Leeds,5,4,0.0,2022-23,0,0,0,0,0.0,0,1209,1309,1383,0.0,0,0.0,0.0,0,0.0,0,0.0,0,82,0.0,0,0,50,50,50,0.0,0.0,0.0,101,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,277,0.0,0,0
